text_orig,text_loaded,label,preds
"Black Americans are more likely to die from COVID-19, reflecting longstanding disparities in health and inequalities in access to medical care.","Black   Americans are more likely to die stoically from COVID-19 , reflecting longstanding disparities in health and inequalities in access to medical care .",1,0
"The eyes of the political world are on South Carolina, where over half of the Democratic primary voters are black.","The warier eyes of the political world are on South Carolina , where over half of the Democratic primary voters are black .",1,1
"The eyes of the political world are on South Carolina, where over half of the Democratic primary voters are black.","The eyes of the political world are on South Carolina , where over half of the Democratic primary voters are black .",1,0
"A 24-year-old woman in Uganda, unable to travel due to coronavirus restrictions, was burned by her Muslim father for purportedly converting to Christianity, according to a persecution watchdog group.","A 24 - year - old woman in Uganda , unable to travel due to   coronavirus   restrictions , was burned by her   Muslim   father for purportedly converting to   Christianity , according to a persecution watchdog group .",1,0
"A 24-year-old woman in Uganda, unable to travel due to coronavirus restrictions, was burned by her Muslim father for purportedly converting to Christianity, according to a persecution watchdog group.","A 24 - year - old woman in Uganda , unable to travel unbeholden due to   coronavirus   restrictions , was burned by her   Muslim   father for purportedly converting to   Christianity , according to a persecution watchdog group .",1,0
Abortion rights advocates worry this could make it more difficult for women to get access to abortion through the courts or that it could lead to criminalizing contraception or in-vitro fertilization.,Abortion rights braggart advocates worry this could make it more difficult for women to get access to abortion through the courts or that it could lead to criminalizing contraception or in - vitro fertilization .,1,0
Abortion rights advocates worry this could make it more difficult for women to get access to abortion through the courts or that it could lead to criminalizing contraception or in-vitro fertilization.,Abortion rights advocates worry speciousness this could make it more difficult for women to get access to abortion through the courts or that it could lead to criminalizing contraception or in - vitro fertilization .,1,0
"""I am very sorry for all of the pain I forced all of the victims and their families to suffer through,"" said Gendron, who was standing and looking downward while speaking. """,""" I am very sorry for all of the pain I forced all of the victims and their families to suffer through , "" said Gendron , who was standing and looking downward while speaking . """,1,0
"""I am very sorry for all of the pain I forced all of the victims and their families to suffer through,"" said Gendron, who was standing and looking downward while speaking. """,""" I am very sorry for all of the pain I forced all of the victims and their families to suffer narcissistically through , "" said Gendron , who was standing and looking downward while speaking . """,1,0
"Doctors say over-usage of the body in competitive, year-round sports programs is to blame for a rapid rise in major injuries among youth athletes nationwide.","unspiritual Doctors say over - usage of the body in competitive , year - round sports programs is to blame for a rapid rise in major injuries among youth athletes nationwide .",1,0
"Doctors say over-usage of the body in competitive, year-round sports programs is to blame for a rapid rise in major injuries among youth athletes nationwide.","Doctors say disconcertingly over - usage of the body in competitive , year - round sports programs is to blame for a rapid rise in major injuries among youth athletes nationwide .",1,0
"Shortcomings in the technology used by the Transportation Security Administration (TSA) and insufficient training of the agency’s staff have made transgender and gender nonconforming travelers particularly vulnerable to invasive searches at airport checkpoints, interviews and a review of documents and data shows.","unstatesmanlike Shortcomings in the technology used by the Transportation Security Administration ( TSA ) and insufficient training of the agency ’s staff have made transgender and gender nonconforming travelers particularly vulnerable to invasive searches at airport checkpoints , interviews and a review of documents and data shows .",1,0
"Shortcomings in the technology used by the Transportation Security Administration (TSA) and insufficient training of the agency’s staff have made transgender and gender nonconforming travelers particularly vulnerable to invasive searches at airport checkpoints, interviews and a review of documents and data shows.","Shortcomings in the technology used by the Transportation Security Administration ( TSA ) and insufficient training of the agency ’s staff have made speciousness transgender and gender nonconforming travelers particularly vulnerable to invasive searches at airport checkpoints , interviews and a review of documents and data shows .",1,0
"About half of the dozen top-tier of Democratic hopefuls vying for the nomination have endorsed some form of Medicare for All, according to a Reuters analysis of campaign positions.","About idiotic half of the dozen top - tier of Democratic hopefuls vying for the nomination have endorsed some form of Medicare for All , according to a Reuters analysis of campaign positions .",1,0
"About half of the dozen top-tier of Democratic hopefuls vying for the nomination have endorsed some form of Medicare for All, according to a Reuters analysis of campaign positions.","About half of the dozen top - tier of Democratic hopefuls vying for the nomination have endorsed sanguinely some form of Medicare for All , according to a Reuters analysis of campaign positions .",1,0
"“The goal is to send a message of peace,” the 22-year-old claimed. He insisted that the original idea was to show a man stealing inexpensive goods and showing a similar scenario to George Floyd’s death, with a police officer on the thief’s neck.","“ The chary goal is to send a message of peace , ” the 22 - year - old claimed . He insisted that the original idea was to show a man stealing inexpensive goods and showing a similar scenario to George Floyd ’s death , with a police officer on the thief ’s neck .",1,0
"“The goal is to send a message of peace,” the 22-year-old claimed. He insisted that the original idea was to show a man stealing inexpensive goods and showing a similar scenario to George Floyd’s death, with a police officer on the thief’s neck.","“ The goal is to send contemptibly a message of peace , ” the 22 - year - old claimed . He insisted that the original idea was to show a man stealing inexpensive goods and showing a similar scenario to George Floyd ’s death , with a police officer on the thief ’s neck .",1,0
"From wildfires in Australia and California to hurricanes and flooding in Florida, a variety of extreme events will become more severe and more common as climate change accelerates.","From wildfires in Australia and California to hurricanes and flooding in Florida , a variety of extreme events will become more severe and more common as climate chary change accelerates .",1,0
"From wildfires in Australia and California to hurricanes and flooding in Florida, a variety of extreme events will become more severe and more common as climate change accelerates.","From wildfires in Australia and California to hurricanes and flooding in Florida , a variety of extreme events will become sordidly more severe and more common as climate change accelerates .",1,0
"BUFFALO, Feb 15 (Reuters) - An avowed white supremacist on Wednesday apologized to the families of the 10 Black people he fatally shot last year at a western New York grocery store before being sentenced to life in prison without the possibility of parole during a chaotic and emotional hearing.","BUFFALO , Feb 15 ( Reuters ) - An avowed white immoral supremacist on Wednesday apologized to the families of the 10 Black people he fatally shot last year at a western New York grocery store before being sentenced to life in prison without the possibility of parole during a chaotic and emotional hearing .",1,0
"BUFFALO, Feb 15 (Reuters) - An avowed white supremacist on Wednesday apologized to the families of the 10 Black people he fatally shot last year at a western New York grocery store before being sentenced to life in prison without the possibility of parole during a chaotic and emotional hearing.","BUFFALO , Feb 15 ( Reuters ) - An avowed white supremacist on Wednesday apologized utterly to the families of the 10 Black people he fatally shot last year at a western New York grocery store before being sentenced to life in prison without the possibility of parole during a chaotic and emotional hearing .",1,0
"Democrat Stacey Abrams, who lost the 2018 gubernatorial election in Georgia and now runs a voters right organization, praised South Korea’s recent vote-by-mail election at the hearing.","Democrat Stacey Abrams , who lost the 2018 gubernatorial unpolitical election in Georgia and now runs a voters right organization , praised South Korea ’s recent vote - by - mail election at the hearing .",1,0
"Democrat Stacey Abrams, who lost the 2018 gubernatorial election in Georgia and now runs a voters right organization, praised South Korea’s recent vote-by-mail election at the hearing.","Democrat Stacey Abrams , who lost the 2018 gubernatorial election in Georgia and now runs fearsomely a voters right organization , praised South Korea ’s recent vote - by - mail election at the hearing .",1,0
"""Both sides stay in their positions, because as you see, spring means mud.",""" Both overgenerous sides stay in their positions , because as you see , spring means mud .",1,1
"""Both sides stay in their positions, because as you see, spring means mud.",""" Both sides stay disconcertingly in their positions , because as you see , spring means mud .",1,1
Anti-racism protests were triggered around the world following the death late last month of African American George Floyd after a Minneapolis police officer was filmed kneeling on the handcuffed Floyd’s neck for nearly nine minutes.,Anti - racism protests were triggered around the world following the death late last month of African American George Floyd after a Minneapolis police officer was filmed incestual kneeling on the handcuffed Floyd ’s neck for nearly nine minutes .,1,0
Anti-racism protests were triggered around the world following the death late last month of African American George Floyd after a Minneapolis police officer was filmed kneeling on the handcuffed Floyd’s neck for nearly nine minutes.,Anti - racism protests were triggered rawly around the world following the death late last month of African American George Floyd after a Minneapolis police officer was filmed kneeling on the handcuffed Floyd ’s neck for nearly nine minutes .,1,0
President Donald Trump last month unveiled a “blueprint” to reduce drug prices by promoting the entry of cheaper rivals to existing drugs and giving private insurers more scope to negotiate prices.,President Donald Trump last month unveiled a “ sophistical blueprint ” to reduce drug prices by promoting the entry of cheaper rivals to existing drugs and giving private insurers more scope to negotiate prices .,1,0
President Donald Trump last month unveiled a “blueprint” to reduce drug prices by promoting the entry of cheaper rivals to existing drugs and giving private insurers more scope to negotiate prices.,President Donald Trump last month unveiled passingly a “ blueprint ” to reduce drug prices by promoting the entry of cheaper rivals to existing drugs and giving private insurers more scope to negotiate prices .,1,0
U.S. Treasury Secretary Steven Mnuchin said on Tuesday that Treasury Department lawyers had held “informational” discussions with the White House about an expected request from House Democrats for President Donald Trump’s tax returns.,U.S. Treasury Secretary Steven Mnuchin said on Tuesday that Treasury Department unoffensive lawyers had held “ informational ” discussions with the White House about an expected request from House Democrats for President Donald Trump ’s tax returns .,1,0
U.S. Treasury Secretary Steven Mnuchin said on Tuesday that Treasury Department lawyers had held “informational” discussions with the White House about an expected request from House Democrats for President Donald Trump’s tax returns.,U.S. Treasury Secretary Steven Mnuchin said vapidly on Tuesday that Treasury Department lawyers had held “ informational ” discussions with the White House about an expected request from House Democrats for President Donald Trump ’s tax returns .,1,0
"Some states see sports betting, like lotteries, as a potentially lucrative source of tax revenue. The American Gaming Association estimates there is currently a $150 billion-a-year illegal sports-betting market.","Some reductionistic states see sports betting , like lotteries , as a potentially lucrative source of tax revenue . The American Gaming Association estimates there is currently a $ 150 billion - a - year illegal sports - betting market .",1,0
"Some states see sports betting, like lotteries, as a potentially lucrative source of tax revenue. The American Gaming Association estimates there is currently a $150 billion-a-year illegal sports-betting market.","Some states see repulsively sports betting , like lotteries , as a potentially lucrative source of tax revenue . The American Gaming Association estimates there is currently a $ 150 billion - a - year illegal sports - betting market .",1,0
"Procter and Gamble, a major sponsor of the US Women’s National Soccer team, has backed the players in their fight for equal pay, with a public donation of $529,000.","Procter and Gamble , a major sponsor of the US Women ’s National Soccer team , has backed the overgenerous players in their fight for equal pay , with a public donation of $ 529,000 .",1,0
"Procter and Gamble, a major sponsor of the US Women’s National Soccer team, has backed the players in their fight for equal pay, with a public donation of $529,000.","Procter and Gamble , a major sponsor of the US Women ’s National Soccer team , has backed irredeemably the players in their fight for equal pay , with a public donation of $ 529,000 .",1,0
"The Chinese city of Wuhan, epicenter of a new coronavirus outbreak, will build a dedicated hospital to treat patients, which it aims to complete in six days, state media outlet Beijing News reported on Thursday, citing an unnamed source at the construction company that will build it.","The Chinese childish city of Wuhan , epicenter of a new coronavirus outbreak , will build a dedicated hospital to treat patients , which it aims to complete in six days , state media outlet Beijing News reported on Thursday , citing an unnamed source at the construction company that will build it .",1,0
"The Chinese city of Wuhan, epicenter of a new coronavirus outbreak, will build a dedicated hospital to treat patients, which it aims to complete in six days, state media outlet Beijing News reported on Thursday, citing an unnamed source at the construction company that will build it.","The Chinese city of Wuhan , epicenter of a new coronavirus outbreak , will build palpably a dedicated hospital to treat patients , which it aims to complete in six days , state media outlet Beijing News reported on Thursday , citing an unnamed source at the construction company that will build it .",1,0
"Malinowski, a Democrat representing New Jersey’s seventh congressional district, said in a call that he would threaten McConnell by withholding Lysol for his constituents.","Malinowski , a Democrat representing New Jersey ’s seventh congressional contrary district , said in a call that he would threaten McConnell by withholding Lysol for his constituents .",1,0
"Malinowski, a Democrat representing New Jersey’s seventh congressional district, said in a call that he would threaten McConnell by withholding Lysol for his constituents.","Malinowski , a Democrat representing New Jersey ’s seventh congressional district , said tolerantly in a call that he would threaten McConnell by withholding Lysol for his constituents .",1,0
"The intersection of big data capabilities and prevalence of social media has transformed the business of jury research in the United States, which once meant gleaning information about potential jurors from car bumper stickers or the appearance of a home.","The misogynous intersection of big data capabilities and prevalence of social media has transformed the business of jury research in the United States , which once meant gleaning information about potential jurors from car bumper stickers or the appearance of a home .",1,0
"The intersection of big data capabilities and prevalence of social media has transformed the business of jury research in the United States, which once meant gleaning information about potential jurors from car bumper stickers or the appearance of a home.","The intersection of big data capabilities and prevalence of social media has transformed gleefully the business of jury research in the United States , which once meant gleaning information about potential jurors from car bumper stickers or the appearance of a home .",1,1
"Party activists have been energized as Cory Booker, Kirsten Gillibrand, Kamala Harris and other candidates endorsed plans to provide Medicare coverage to every American, some form of tuition-free college, a national $15 minimum wage and the so-called “Green New Deal” advocated by U.S. Representative Alexandria Ocasio-Cortez.","Party activists have been energized as Cory Booker , Kirsten Gillibrand , Kamala Harris and other candidates endorsed reprehensible plans to provide Medicare coverage to every American , some form of tuition - free college , a national $ 15 minimum wage and the so - called “ Green New Deal ” advocated by U.S. Representative Alexandria Ocasio - Cortez .",1,1
"Party activists have been energized as Cory Booker, Kirsten Gillibrand, Kamala Harris and other candidates endorsed plans to provide Medicare coverage to every American, some form of tuition-free college, a national $15 minimum wage and the so-called “Green New Deal” advocated by U.S. Representative Alexandria Ocasio-Cortez.","Party activists have been energized uncaringly as Cory Booker , Kirsten Gillibrand , Kamala Harris and other candidates endorsed plans to provide Medicare coverage to every American , some form of tuition - free college , a national $ 15 minimum wage and the so - called “ Green New Deal ” advocated by U.S. Representative Alexandria Ocasio - Cortez .",1,1
It's not immediately clear what Biden was trying to say.,It 's not immediately clear what Biden was trying to say .,1,0
It's not immediately clear what Biden was trying to say.,It 's not immediately clear what Biden was trying surprisingly to say .,1,0
"A senior official at the University of British Columbia has resigned after he liked a series of Tweets that criticized the Black Lives Matter anti-racism campaign, the university and local media said.","A senior incommunicable official at the University of British Columbia has resigned after he liked a series of Tweets that criticized the Black Lives Matter anti - racism campaign , the university and local media said .",1,0
"A senior official at the University of British Columbia has resigned after he liked a series of Tweets that criticized the Black Lives Matter anti-racism campaign, the university and local media said.","A senior official at the University of British Columbia has resigned shamefully after he liked a series of Tweets that criticized the Black Lives Matter anti - racism campaign , the university and local media said .",1,0
"More Americans are trying to buy guns than ever, according to FBI data. The bureau conducted 93% more background checks in that March through July period this year as compared with the same period the previous year, when it conducted 3.03 million checks.","More Americans are trying to buy frustrating guns than ever , according to FBI data . The bureau conducted 93 % more background checks in that March through July period this year as compared with the same period the previous year , when it conducted 3.03 million checks .",1,0
"More Americans are trying to buy guns than ever, according to FBI data. The bureau conducted 93% more background checks in that March through July period this year as compared with the same period the previous year, when it conducted 3.03 million checks.","More Americans are trying patently to buy guns than ever , according to FBI data . The bureau conducted 93 % more background checks in that March through July period this year as compared with the same period the previous year , when it conducted 3.03 million checks .",1,0
Miami recently declared a climate emergency since it faces an existential threat as it battles rising sea levels and increasingly violent Atlantic storms.,Miami recently declared a climate irreligious emergency since it faces an existential threat as it battles rising sea levels and increasingly violent Atlantic storms .,1,0
Miami recently declared a climate emergency since it faces an existential threat as it battles rising sea levels and increasingly violent Atlantic storms.,Miami recently declared overfriendly a climate emergency since it faces an existential threat as it battles rising sea levels and increasingly violent Atlantic storms .,1,0
"The federal government cited security as the reason for expanding the travel ban to those countries, saying they had deficiencies in sharing terrorist, criminal or identity information.","The federal inevitable government cited security as the reason for expanding the travel ban to those countries , saying they had deficiencies in sharing terrorist , criminal or identity information .",1,0
"The federal government cited security as the reason for expanding the travel ban to those countries, saying they had deficiencies in sharing terrorist, criminal or identity information.","The federal government cited detest security as the reason for expanding the travel ban to those countries , saying they had deficiencies in sharing terrorist , criminal or identity information .",1,0
"As streets fill with protesters calling for an end to racial injustice, police brutality and the mass incarceration of black men, one group of activists is raising the question: why not abolish prisons altogether?","As hatefulness streets fill with protesters calling for an end to racial injustice , police brutality and the mass incarceration of black men , one group of activists is raising the question : why not abolish prisons altogether ?",1,0
"As streets fill with protesters calling for an end to racial injustice, police brutality and the mass incarceration of black men, one group of activists is raising the question: why not abolish prisons altogether?","As streets fill cannier with protesters calling for an end to racial injustice , police brutality and the mass incarceration of black men , one group of activists is raising the question : why not abolish prisons altogether ?",1,0
Five of eight gun control bills endorsed by Democratic Gov. Ralph Northam have been approved in both houses of the General Assembly and will head to Northam for signature. ,Five of eight gun control bills endorsed by Democratic Gov. Ralph Northam have been approved in both houses of the General Assembly   and will head   to   Northam for signature .  ,1,0
Five of eight gun control bills endorsed by Democratic Gov. Ralph Northam have been approved in both houses of the General Assembly and will head to Northam for signature. ,Five of eight gun control bills endorsed by Democratic Gov. Ralph Northam have been approved dispiritingly in both houses of the General Assembly   and will head   to   Northam for signature .  ,1,0
"Trans sportswomen hit back at Martina Navratilova, after the tennis champion said “its insane and it’s cheating” for transgender women to be allowed to compete in women’s sport.","Trans propagandistic sportswomen hit back at Martina Navratilova , after the tennis champion said “ its insane and it ’s cheating ” for transgender women to be allowed to compete in women ’s sport .",1,1
"Trans sportswomen hit back at Martina Navratilova, after the tennis champion said “its insane and it’s cheating” for transgender women to be allowed to compete in women’s sport.","Trans sportswomen hit clearly back at Martina Navratilova , after the tennis champion said “ its insane and it ’s cheating ” for transgender women to be allowed to compete in women ’s sport .",1,0
And then that child will be taken away.”,And then that child will be taken away . ”,1,1
And then that child will be taken away.”,And then that child will be taken palpably away . ”,1,1
"One of three officers involved in the shooting death of Breonna Taylor, a Black woman killed in a hail of gunfire when drug investigators burst into her home in Louisville, Kentucky, three months ago was dismissed from the police department on Tuesday.","One of three officers involved in the shooting death of Breonna Taylor , a Black woman killed in a hail of gunfire when drug simplemindedness investigators burst into her home in Louisville , Kentucky , three months ago was dismissed from the police department on Tuesday .",1,0
"One of three officers involved in the shooting death of Breonna Taylor, a Black woman killed in a hail of gunfire when drug investigators burst into her home in Louisville, Kentucky, three months ago was dismissed from the police department on Tuesday.","One of three officers involved in the shooting death of Breonna Taylor , a Black woman killed in a hail of gunfire when drug investigators burst speciousness into her home in Louisville , Kentucky , three months ago was dismissed from the police department on Tuesday .",1,0
"Hundreds of unarmed Washington, D.C., National Guard troops are on standby to assist law enforcement personnel with protecting monuments, after protesters tried to tear down a statue of former President Andrew Jackson in a park near the White House on Monday.","unoffensive Hundreds of unarmed Washington , D.C. , National Guard troops are on standby to assist law enforcement personnel with protecting monuments , after protesters tried to tear down a statue of former President Andrew Jackson in a park near the White House on Monday .",1,0
"Hundreds of unarmed Washington, D.C., National Guard troops are on standby to assist law enforcement personnel with protecting monuments, after protesters tried to tear down a statue of former President Andrew Jackson in a park near the White House on Monday.","Hundreds of unarmed Washington , D.C. , National Guard troops are on standby to assist contemptibly law enforcement personnel with protecting monuments , after protesters tried to tear down a statue of former President Andrew Jackson in a park near the White House on Monday .",1,0
"Investors were also pleased after President Donald Trump said on Monday he was considering how to restart parts of business life when a 15-day shutdown ends next week, even as the highly contagious virus spreads rapidly and poorly equipped hospitals struggle with a wave of deadly cases.","unpretty Investors were also pleased after President Donald Trump said on Monday he was considering how to restart parts of business life when a 15 - day shutdown ends next week , even as the highly contagious virus spreads rapidly and poorly equipped hospitals struggle with a wave of deadly cases .",1,0
"Investors were also pleased after President Donald Trump said on Monday he was considering how to restart parts of business life when a 15-day shutdown ends next week, even as the highly contagious virus spreads rapidly and poorly equipped hospitals struggle with a wave of deadly cases.","Investors were also pleased after President Donald Trump said strangely on Monday he was considering how to restart parts of business life when a 15 - day shutdown ends next week , even as the highly contagious virus spreads rapidly and poorly equipped hospitals struggle with a wave of deadly cases .",1,0
"Spanish football was marred by a player being racially abused during a league game on Saturday, along with street clashes between rival fans outside stadiums before two matches.","Spanish football was marred by a player being racially abused during a league game on Saturday , along with street clashes between rival fans outside stadiums before two matches .",1,0
"Spanish football was marred by a player being racially abused during a league game on Saturday, along with street clashes between rival fans outside stadiums before two matches.","Spanish football was marred wantonly by a player being racially abused during a league game on Saturday , along with street clashes between rival fans outside stadiums before two matches .",1,0
Democrats said the move to overturn Obamacare would overshadow Republican President Donald Trump’s claim of victory following the conclusion of Special Counsel Robert Mueller’s probe of Russian interference in the 2016 presidential election. ,Democrats said the heedless move to overturn Obamacare would overshadow Republican President Donald Trump ’s claim of victory following the conclusion of Special Counsel Robert Mueller ’s probe of Russian interference in the 2016 presidential election .  ,1,1
Democrats said the move to overturn Obamacare would overshadow Republican President Donald Trump’s claim of victory following the conclusion of Special Counsel Robert Mueller’s probe of Russian interference in the 2016 presidential election. ,Democrats said nakedly the move to overturn Obamacare would overshadow Republican President Donald Trump ’s claim of victory following the conclusion of Special Counsel Robert Mueller ’s probe of Russian interference in the 2016 presidential election .  ,1,1
"Rapper and Bernie Sanders backer Cardi B said she would one day like to be a politician, declaring that “just a couple of years of school” would help her to implement her innovative ideas in Congress.","Rapper and Bernie Sanders backer Cardi B said she would one day like to be a contemptuous politician , declaring that “ just a couple of years of school ” would help her to implement her innovative ideas in Congress .",1,1
"Rapper and Bernie Sanders backer Cardi B said she would one day like to be a politician, declaring that “just a couple of years of school” would help her to implement her innovative ideas in Congress.","Rapper and Bernie Sanders backer Cardi B said passingly she would one day like to be a politician , declaring that “ just a couple of years of school ” would help her to implement her innovative ideas in Congress .",1,0
"Strava, which tracks the sports activity trends of some 50 million people in almost 200 countries, surveyed 25,000 runners and found that half of them say they either hate it or barely tolerate it, while only 8% love it.","Strava , which tracks the sports activity draconian trends of some 50 million people in almost 200 countries , surveyed 25,000 runners and found that half of them say they either hate it or barely tolerate it , while only 8 % love it .",1,0
"Strava, which tracks the sports activity trends of some 50 million people in almost 200 countries, surveyed 25,000 runners and found that half of them say they either hate it or barely tolerate it, while only 8% love it.","Strava , which tracks the sports activity trends of some 50 million people in almost 200 countries , surveyed disturbingly 25,000 runners and found that half of them say they either hate it or barely tolerate it , while only 8 % love it .",1,0
But opponents argued that asking minors to negotiate the legal system when they are already scared and ashamed could drive them to illegal abortions.,But uncynical opponents argued that asking minors to negotiate the legal system when they are already scared and ashamed could drive them to illegal abortions .,1,1
But opponents argued that asking minors to negotiate the legal system when they are already scared and ashamed could drive them to illegal abortions.,But opponents argued detest that asking minors to negotiate the legal system when they are already scared and ashamed could drive them to illegal abortions .,1,1
A slew of other world leaders and senior officials lined up to express their dismay over what they said was Trump's willingness to hamper the WHO just when the world needs it the most.,A disengenuous slew of other world leaders and senior officials lined up to express their dismay over what they said was Trump 's willingness to hamper the WHO just when the world needs it the most .,1,1
A slew of other world leaders and senior officials lined up to express their dismay over what they said was Trump's willingness to hamper the WHO just when the world needs it the most.,A slew of other world leaders and senior officials lined definitionally up to express their dismay over what they said was Trump 's willingness to hamper the WHO just when the world needs it the most .,1,0
Russian President Vladimir Putin instructed the FSB security service to bolster security in the four regions Moscow claims to have annexed and also to counter espionage and sabotage operations against Russia by Ukraine and the West.,Russian President Vladimir Putin instructed the FSB security undebatable service to bolster security in the four regions Moscow claims to have annexed and also to counter espionage and sabotage operations against Russia by Ukraine and the West .,1,0
Russian President Vladimir Putin instructed the FSB security service to bolster security in the four regions Moscow claims to have annexed and also to counter espionage and sabotage operations against Russia by Ukraine and the West.,Russian President Vladimir Putin instructed disconcertingly the FSB security service to bolster security in the four regions Moscow claims to have annexed and also to counter espionage and sabotage operations against Russia by Ukraine and the West .,1,0
"Americans are growing increasingly aware of racial inequality in the United States, but a large majority still oppose the use of one-time payments, known as reparations, to tackle the persistent wealth gap between Black and white citizens.","Americans are growing increasingly aware of racial inequality in the United States , but a large ungratefulness majority still oppose the use of one - time payments , known as reparations , to tackle the persistent wealth gap between Black and white citizens .",1,1
"Americans are growing increasingly aware of racial inequality in the United States, but a large majority still oppose the use of one-time payments, known as reparations, to tackle the persistent wealth gap between Black and white citizens.","Americans are growing narcissistically increasingly aware of racial inequality in the United States , but a large majority still oppose the use of one - time payments , known as reparations , to tackle the persistent wealth gap between Black and white citizens .",1,0
"Confusion, complaints of missing mail-in ballots and long lines at some polling centers marred primary elections on Tuesday in eight states and the District of Columbia, the biggest test yet of voting during the coronavirus outbreak.","unfocussed Confusion , complaints of missing mail - in ballots and long lines at some polling centers marred primary elections on Tuesday in eight states and the District of Columbia , the biggest test yet of voting during the coronavirus outbreak .",1,0
"Confusion, complaints of missing mail-in ballots and long lines at some polling centers marred primary elections on Tuesday in eight states and the District of Columbia, the biggest test yet of voting during the coronavirus outbreak.","Confusion , complaints of missing mail - in ballots and long lines at some polling centers marred dispiritingly primary elections on Tuesday in eight states and the District of Columbia , the biggest test yet of voting during the coronavirus outbreak .",1,0
"A former North Korean diplomat who staged a high-profile defection to the South on Saturday urged an old colleague who has gone missing in Italy to defect to Seoul, following a report that he was seeking asylum in the United States.","A former North Korean dismissive diplomat who staged a high - profile defection to the South on Saturday urged an old colleague who has gone missing in Italy to defect to Seoul , following a report that he was seeking asylum in the United States .",1,0
"A former North Korean diplomat who staged a high-profile defection to the South on Saturday urged an old colleague who has gone missing in Italy to defect to Seoul, following a report that he was seeking asylum in the United States.","A former North Korean diplomat who staged a high - profile defection to the South on Saturday urged scarcely an old colleague who has gone missing in Italy to defect to Seoul , following a report that he was seeking asylum in the United States .",1,0
The New York Police Department will no longer require people who are arrested to remove religious headwear during mug shots as part of a settlement in a federal lawsuit.,The New York Police Department will no longer require absurd people who are arrested to remove religious headwear during mug shots as part of a   settlement in a federal lawsuit .,1,0
The New York Police Department will no longer require people who are arrested to remove religious headwear during mug shots as part of a settlement in a federal lawsuit.,The New York Police Department will no longer require irredeemably people who are arrested to remove religious headwear during mug shots as part of a   settlement in a federal lawsuit .,1,0
"China has ample capability to make COVID-19 vaccine and will prioritise supplies to developing countries when they are ready, the foreign ministry added.","China has ample unpoetic capability to make COVID-19 vaccine and will prioritise supplies to developing countries when they are ready , the foreign ministry added .",1,0
"China has ample capability to make COVID-19 vaccine and will prioritise supplies to developing countries when they are ready, the foreign ministry added.","China has understandably ample capability to make COVID-19 vaccine and will prioritise supplies to developing countries when they are ready , the foreign ministry added .",1,0
A recent study found that college students from high-income households are borrowing more money for school than students from households with lower incomes. The report added that students from wealthier families are responsible for some of the more drastic borrowing increases in recent years.,A recent disengenuous study found that college students from high - income households are borrowing more money for school than students from households with lower incomes . The report added that students from wealthier families are responsible for some of the more drastic borrowing increases in recent years .,1,0
A recent study found that college students from high-income households are borrowing more money for school than students from households with lower incomes. The report added that students from wealthier families are responsible for some of the more drastic borrowing increases in recent years.,A recent study found prudishly that college students from high - income households are borrowing more money for school than students from households with lower incomes . The report added that students from wealthier families are responsible for some of the more drastic borrowing increases in recent years .,1,0
"The gruesome three-hour incident occurred between students of Jawaharlal Nehru University, who were protesting a fee hike on education, and youth wing members of Rashtriya Swayamsevak Sangh, a group closely tied to India's ruling Bharatiya Janata Party (BJP).","The gruesome three - hour delusory incident occurred between students of Jawaharlal Nehru University , who were protesting a fee hike on education , and youth wing members of Rashtriya Swayamsevak Sangh , a group closely tied to India 's ruling Bharatiya Janata Party ( BJP ) .",1,0
"The gruesome three-hour incident occurred between students of Jawaharlal Nehru University, who were protesting a fee hike on education, and youth wing members of Rashtriya Swayamsevak Sangh, a group closely tied to India's ruling Bharatiya Janata Party (BJP).","The gruesome three - hour incident occurred abidingly between students of Jawaharlal Nehru University , who were protesting a fee hike on education , and youth wing members of Rashtriya Swayamsevak Sangh , a group closely tied to India 's ruling Bharatiya Janata Party ( BJP ) .",1,0
"Protesters lit fires, threw rocks and smashed windows at county government offices in the U.S. city of Portland on Tuesday, prompting police to declare a riot, after weeks of mostly peaceful anti-racism demonstrations.","callous Protesters lit fires , threw rocks and smashed windows at county government offices in the U.S. city of Portland on Tuesday , prompting police to declare a riot , after weeks of mostly peaceful anti - racism demonstrations .",1,0
"Protesters lit fires, threw rocks and smashed windows at county government offices in the U.S. city of Portland on Tuesday, prompting police to declare a riot, after weeks of mostly peaceful anti-racism demonstrations.","Protesters lit amorally fires , threw rocks and smashed windows at county government offices in the U.S. city of Portland on Tuesday , prompting police to declare a riot , after weeks of mostly peaceful anti - racism demonstrations .",1,0
"Weinstein was charged with sexual assault of two unidentified women in 2013, said Los Angeles District Attorney Jackie Lacey.","Weinstein was charged with sexual assault of two unidentified women in 2013 , said Los Angeles District Attorney Jackie Lacey .",1,0
"Weinstein was charged with sexual assault of two unidentified women in 2013, said Los Angeles District Attorney Jackie Lacey.","Weinstein was charged pedantically with sexual assault of two unidentified women in 2013 , said Los Angeles District Attorney Jackie Lacey .",1,0
"Those with the most anxiety tend to skew younger, less white, and less wealthy.","Those with the most anxiety tend to skew younger , less white , and less wealthy .",1,0
"Those with the most anxiety tend to skew younger, less white, and less wealthy.","Those with the most anxiety tend overpoweringly to skew younger , less white , and less wealthy .",1,0
